Feature,Importance
AN423_value_434,0.0005690695640141633
MM264_window_4_std,0.0005630796897211007
MM256_window_2_mean,0.0005609162313612277
P_864_value_91,0.0005576341829319017
AN423_value_60,0.0005569287322291003
P_864_value_11,0.0005519485290079902
AN423_value_586,0.0005486656069126114
RH1712_window_3_mean,0.000546560399525406
MM263_value_355,0.0005348118833851482
CR863_window_5_mean,0.0005347110508876858
RH1712_value_3,0.000532178247876719
RH1712_value_190,0.0005121450599696363
P_864_value_74,0.0005110655097644512
RH1712_value_128,0.0005097712635268658
AN423_value_102,0.0005060938842408528
AN423_value_402,0.0005011678495288446
RH1712_value_252,0.0005011010535713683
P_864_value_76,0.0004953913283197331
MM263_value_82,0.000494286734559489
MM263_value_568,0.0004931854287260687
P_864_value_142,0.0004838614918242156
P_864_value_183,0.00047814900946803094
P_864_value_229,0.00047448704098207467
RH1712_value_89,0.0004697247356399728
RH1712_value_37,0.00046255843474321307
P_864_value_419,0.0004625042340903268
P_864_value_418,0.0004608854729277113
MM256_window_3_mean,0.00046040056704729613
RH1712_value_240,0.00045984120089426287
RH1712_value_300,0.00045687196055269416
P_864_value_34,0.0004528084135018206
RH1712_value_574,0.0004520731451393814
P_864_value_562,0.0004516542110917071
P_864_value_9,0.0004473886382657081
P_864_value_537,0.00044434884658028586
P_864_window_1_max,0.00044367182908481716
RH1712_value_569,0.0004436407439345539
AN422_window_1_mean,0.00044195211354399274
P_864_value_68,0.00044082414482670405
RH1712_value_434,0.00043782515928845436
P_864_value_293,0.0004376309501050542
TC862_value_209,0.00043732430243448637
MM263_value_549,0.00043708742974065984
P_864_value_246,0.00043127374225564587
CR863_value_5,0.000430718336405965
MM256_value_59,0.00042889500397495886
MM256_value_406,0.0004284963841101063
CR863_value_590,0.0004282421507584891
MM256_value_49,0.00042560743640070376
P_864_value_71,0.00042349507676181936
AN422_value_125,0.0004234715446254151
MM256_value_239,0.0004233499483358341
P_864_value_505,0.00042300679897382685
P_864_value_84,0.0004218547343007278
P_864_value_50,0.0004215170955634073
P_864_value_145,0.00042082657089562695
MM263_value_470,0.00041954227784132115
RH1722_value_418,0.0004172116291864177
RH1712_value_99,0.00041675298179483423
AN423_value_219,0.0004143493470571022
MM263_value_486,0.0004136612031656975
RH1712_value_599,0.00041275211465085365
P_864_value_44,0.0004108963072132325
AN423_value_163,0.0004102374523887818
P_864_value_434,0.00040732870479850703
AN423_value_177,0.0004063417627929533
TP1711_value_228,0.0004057748958120129
MM256_value_531,0.0004041385709375149
CR863_window_4_mean,0.00040215126506068955
RH1712_value_487,0.0004021234683986883
AN423_value_66,0.0004006076726467049
RH1712_value_60,0.0003971562765169822
RH1712_value_587,0.00039654353282110095
AN423_value_279,0.00039390917752611985
MM263_value_224,0.00039328275413392735
MM256_value_130,0.0003930336956959599
WM868_window_3_mean,0.00039278446377719137
P_864_value_444,0.00039176257824341526
RH1712_window_5_mean,0.0003908713533441889
RH1712_value_201,0.00039070468583966324
AN423_value_495,0.00039022237245363924
AN423_value_294,0.0003874388153426954
AN423_value_49,0.0003848066509237697
AN423_value_69,0.00038230030862445425
P_864_value_517,0.00037758801558586413
AN423_value_287,0.00037609336664333573
RH1722_window_5_mean,0.00037531808064593494
MM263_value_462,0.00037414581747950156
RH1712_value_113,0.00037320762970866056
AN422_window_2_mean,0.00037301044230616246
RH1712_value_173,0.00036868980363768803
P_864_value_24,0.0003678219222198767
P_864_value_321,0.0003675991275925039
RH1712_value_591,0.0003657060248818076
CR863_window_1_mean,0.0003655846803800956
CR863_value_61,0.0003644239336691673
RH1712_value_10,0.0003643542967141701
MM263_value_539,0.00036387066522936126
MM264_value_12,0.00036366694755283585
P_864_value_86,0.0003628447308938821
AN423_value_348,0.0003627950295023226
AN423_value_249,0.0003621565915549096
MM263_value_579,0.0003578856483047642
AN423_value_3,0.0003576138273670919
AN423_value_15,0.00035753549559441926
CR863_value_15,0.00035614459707270993
RH1712_value_489,0.00035610089490759495
RH1712_value_560,0.00035590368455524525
MM263_value_529,0.0003539737960983741
CM861_value_321,0.00035385206837717956
AN423_value_555,0.0003536318540644998
AN422_window_3_mean,0.0003536152432417093
AN423_value_389,0.00035270682920438267
CR863_window_3_mean,0.0003512997993908192
AN423_value_378,0.00035064568261998963
RH1712_value_451,0.0003501846646244898
P_864_value_527,0.00034874917487984057
MM211_value_65,0.0003481371900296987
AN423_value_577,0.00034787652869311354
CR863_value_274,0.0003473953627653833
AN423_value_491,0.0003463202544665465
RH1712_value_585,0.00034579191547964925
AN423_value_417,0.0003442662375928451
MM263_value_291,0.0003442469769304247
AN422_value_34,0.0003431209772850349
P_864_value_96,0.00034298678145938997
RH1712_value_329,0.00034272790552909564
CM861_value_396,0.0003421452684474972
RH1712_value_139,0.0003418024028028486
AN423_value_4,0.0003417310876005307
TP1711_value_342,0.00034064092910995045
P_864_value_67,0.00034049085504171954
AN423_value_381,0.00033913203215765747
AN423_value_45,0.00033902306454817413
RH1712_value_184,0.0003386738777374705
BA1713_value_58,0.00033769416655649915
RH1712_value_397,0.0003374098834740294
CM861_value_376,0.0003366680345415364
P_864_value_590,0.00033455885541368947
P_864_value_242,0.0003340710603348829
AN423_value_366,0.00033277888864316973
P_864_value_4,0.00033240414037852587
AN423_value_130,0.0003313918146744488
AN423_value_347,0.0003294477113895449
CM861_value_123,0.00032932585327162653
CM861_value_55,0.0003282811981497227
RH1712_value_588,0.0003282753943087788
P_864_value_417,0.00032645971823000615
MM263_value_365,0.0003261521816414312
RH1712_value_521,0.00032595828209485583
RH1712_value_377,0.000325379234886019
V_window_4_max,0.00032536309094144557
CM861_value_28,0.00032496867838981115
RH1712_value_255,0.0003243891709168369
MM256_value_220,0.0003241527490826394
AN423_value_587,0.0003224083308946985
AN423_value_1,0.00032194441109690755
CM861_value_61,0.000321361743739342
TC862_value_563,0.0003207547691915602
AN423_window_2_max,0.0003183463027722739
MM256_value_48,0.0003182227333672872
MM263_value_149,0.0003162870393246562
AN423_value_431,0.0003162214982534492
MM264_value_20,0.0003158912469698126
P_864_value_79,0.0003155176686180421
P_864_window_5_mean,0.00031413856430235066
MM211_window_1_std,0.0003120139638658532
CM861_value_156,0.000311924189691437
RH1712_value_189,0.0003113572629585425
AN423_value_126,0.0003106745281104465
MM256_value_204,0.0003104716581617011
P_864_value_83,0.0003096982202991231
P_864_value_294,0.000308821363287198
MM263_value_405,0.000308176996493522
MM263_value_356,0.000307850686392359
AN422_value_68,0.0003068279043159097
AN423_value_283,0.0003045825048795805
RH1712_value_597,0.0003037131952706442
AN423_value_554,0.0003035950481268116
AN311_value_555,0.00030323646935190816
TP1711_value_369,0.00030307115398866554
TC862_value_293,0.00030286545059552317
CM861_value_126,0.00030190919194745825
AN423_value_65,0.0003010567133340903
TP1711_value_61,0.00030042413107379823
TP1711_value_520,0.00029980114638743645
AN423_value_552,0.00029923728993380987
MM263_value_589,0.00029860865190966206
MM263_value_473,0.000297845497307983
RH1712_value_153,0.00029777094233951864
AN311_window_5_mean,0.00029755401249908527
MM256_value_418,0.00029663519544659127
P_864_value_286,0.00029641844899620193
MM256_value_346,0.00029595386808775414
AN423_value_125,0.00029476148157301567
MM263_value_475,0.0002939980395775251
P_864_value_485,0.0002921981698966456
AN423_value_411,0.00029099602196549
MM263_value_562,0.0002909582706295585
AN423_value_584,0.0002893667337745341
MM263_value_215,0.00028892047333118893
MM256_value_160,0.0002879086520126004
AN423_window_4_mean,0.00028708568607649696
MM263_value_26,0.00028663665027813125
RH1722_value_306,0.0002859313043874275
P_864_value_287,0.000285425596697838
CM861_value_554,0.0002842018240053268
AN423_value_55,0.00028207768274467264
AN423_value_183,0.00028119466659490955
P_864_value_208,0.0002810255247455815
P_864_value_5,0.00028058216017437765
MM256_value_412,0.0002795140614364848
AN423_value_467,0.00027926794995498613
AN423_value_79,0.0002784965419512848
MM263_value_508,0.0002776192114406554
RH1712_value_399,0.00027673643501932555
AN423_value_430,0.000276329302267233
AN423_value_531,0.00027595883162380604
RH1722_value_310,0.0002755392413435101
MM263_window_1_max,0.00027538369321423377
AN423_value_310,0.0002747182434675042
AN423_value_47,0.0002745307438759982
MM256_value_354,0.0002743160916244122
CR863_value_195,0.00027350360412594873
MM263_window_2_mean,0.00027315927667548757
CM861_value_67,0.0002716533593059025
MM263_window_5_min,0.00027106776953528646
CR863_value_481,0.0002701886784706547
AN311_value_278,0.00026883875113949075
P_864_value_368,0.00026817522267558804
TC862_value_268,0.00026805111100959767
AN422_value_19,0.00026733252956814455
CR863_value_345,0.000267087437022271
P_864_value_15,0.000266896310951212
AMP1_IR_value_120,0.0002663745720818393
AN423_value_52,0.00026579505643563317
RH1722_value_584,0.0002651401887050948
AN422_value_190,0.0002642036508767586
CR863_value_92,0.0002637678844426695
P_864_value_543,0.00026229690292503706
CR863_value_131,0.0002620333238680277
AN423_value_590,0.0002616152251879503
AN423_value_240,0.00026142375126497373
CM861_value_51,0.00026134989990690113
TP1711_value_65,0.0002605502217293854
AN423_value_337,0.0002605009260133575
CM861_value_197,0.0002581528070345633
TP1721_value_315,0.0002580684952654441
P_864_value_548,0.0002574836862481496
P_864_value_436,0.0002573314088859433
P_864_value_136,0.0002566588043979045
MM263_value_490,0.00025622701323456447
TP1711_value_400,0.0002560425107955294
CM861_value_520,0.0002556322808655436
AN311_value_32,0.00025548838030634615
MM264_value_486,0.0002552701608995884
P_864_value_305,0.00025372324969025856
MM263_value_584,0.0002527603454641207
BA1713_value_343,0.00025268698898780963
P_864_value_170,0.00025193385970415284
P_864_value_2,0.0002518677731653059
MM263_value_346,0.0002517709479469427
V_value_561,0.0002517141915585854
P_864_value_570,0.00025027404558262376
AN423_value_282,0.0002501485463672246
RH1722_value_28,0.0002501353331387622
MM263_value_535,0.0002496903789864561
AN423_value_292,0.00024924843891555124
CR863_value_51,0.0002489920848046106
P_864_value_432,0.0002486484904384967
P_864_value_375,0.0002481660120662318
RH1722_value_370,0.0002476210176471981
AN423_value_230,0.00024711915452560283
P_864_value_282,0.0002445358605856029
RH1722_value_190,0.0002438294340609549
AN422_value_107,0.0002433073116425628
MM256_value_225,0.00024326567438424395
RH1712_value_291,0.00024248751398530568
MM211_value_186,0.0002422115028887367
CR863_value_588,0.0002419398493195699
P_864_value_303,0.00024177708820959318
AN423_value_8,0.00024177672502084108
RH1712_value_144,0.0002417647216736963
MM263_value_555,0.00024173357484393333
RH1712_value_209,0.0002414731891948016
RH1712_value_204,0.00024091232550768285
CR863_value_202,0.00024058084979289182
CR863_value_158,0.0002400780551472823
MM256_value_510,0.0002395468280169525
P_864_value_28,0.0002382791244199122
P_864_value_100,0.00023772693989309224
MM211_value_110,0.0002370635665898994
AN423_value_132,0.0002369145039510089
CR863_value_221,0.0002368844089562356
AN422_window_4_mean,0.0002354101125936231
MM263_value_339,0.00023519007267159997
CM861_value_112,0.000235048183620358
CR863_value_530,0.00023449099199470056
MM263_value_469,0.0002336639175184712
P_864_value_110,0.00023366077893497724
RH1722_window_2_mean,0.00023217317036894897
RH1712_value_417,0.00023185644974024386
MM263_value_22,0.00023180469323842316
TP1711_value_109,0.0002317952306139883
TP1711_value_92,0.0002316574450667926
AN422_value_105,0.00023150749679786526
P_864_value_398,0.00023134199039352268
CR863_value_420,0.00023132012626365467
AN422_value_64,0.00023127742210204367
CR863_value_96,0.00023045220344296413
P_864_value_552,0.00022951680846379616
AN423_value_494,0.00022890568128260667
MM256_value_467,0.0002288874006869322
AN423_value_29,0.00022829672841099681
P_864_value_572,0.000227883356532473
MM263_value_192,0.00022768745319990611
P_864_window_4_std,0.00022767250422542224
BA1713_value_369,0.0002267518216091423
MM256_value_553,0.0002263740751256385
BA1713_value_526,0.00022494308123138448
P_864_value_251,0.0002246125841464048
BA1713_window_4_std,0.00022450676287758472
P_864_value_252,0.00022438530428965488
MM264_value_525,0.00022370652611455706
RH1712_value_313,0.00022323775239234124
CM861_value_116,0.00022317658071230892
RH1722_value_314,0.00022251694155465067
MM263_value_217,0.0002224788172251125
BA1723_window_3_mean,0.0002223869270868219
AN423_value_388,0.00022218410720424838
P_864_value_3,0.00022090964468288437
RH1722_value_110,0.0002207586178259824
RH1722_value_296,0.00022059475168623386
CR863_value_465,0.0002195664664173579
MM264_value_85,0.00021928955792874073
MM256_window_2_std,0.0002189695200702836
CM861_value_585,0.00021879250560416966
MM263_value_78,0.00021693557203757881
AN423_value_20,0.0002166066399910079
RH1722_value_416,0.00021605868557657317
RH1712_value_148,0.0002156404471022436
P_864_value_116,0.00021508505642621502
CR863_value_113,0.0002150569746245733
BA1723_value_85,0.0002146305784014449
TP1711_value_74,0.00021427281283931793
CR863_value_200,0.00021412605957145454
P_864_value_487,0.0002140604371257496
P_864_value_280,0.0002137665637871129
BA1723_value_428,0.00021374583342840343
MM264_value_146,0.00021360958580931078
RH1722_value_590,0.00021190318031494228
AN423_value_119,0.0002117770919233208
AMP1_IR_value_75,0.00021169129244593156
P_864_window_3_min,0.0002115868225717285
AN423_value_463,0.00021087181001643076
BA1713_value_75,0.00021061672862249383
RH1722_value_429,0.0002103340655549961
P_864_value_209,0.00020980497701126352
P_864_window_2_min,0.00020975000857305595
P_864_value_149,0.00020885333864238833
CR863_value_243,0.00020869917728306902
TC862_value_63,0.00020861042401449333
MM263_value_104,0.000208566227813541
CM861_value_82,0.00020831605810901394
RH1712_value_514,0.00020829726408342698
MM256_value_46,0.00020757436832557325
CR863_value_157,0.00020702223180106338
AN422_value_320,0.00020680911715453034
MM263_window_2_min,0.00020675866325798508
AN423_value_112,0.00020655321064816774
MM263_value_334,0.00020633878139425705
MM263_value_499,0.0002058869087548481
MM263_value_457,0.00020586751921253602
P_864_value_367,0.00020556640169337116
CM861_window_5_mean,0.00020507828150697428
P_864_value_38,0.0002049000947802746
CR863_value_40,0.00020482353535865771
AN423_value_397,0.00020465080488264877
BA1713_value_282,0.00020423483179697897
CR863_value_303,0.0002030513728473776
P_864_value_522,0.00020281695135488488
AN423_value_509,0.00020271067918943924
MM263_value_415,0.000202653925170646
AN423_value_104,0.00020256467057971946
V_value_496,0.00020221828858761872
CR863_value_9,0.00020217244745223892
MM263_value_569,0.00020175932047092958
CM861_value_58,0.00020136026654762448
BA1723_value_159,0.0002009720277399737
MM263_value_482,0.00020063311955180154
AN423_value_465,0.0002005706455290117
CR863_value_524,0.00019977223697122557
CR863_value_435,0.00019957756211659707
MM263_value_297,0.00019949155141010648
P_864_window_2_mean,0.0001988407289525044
AN423_value_331,0.000198568714393658
P_864_value_33,0.0001978830545460559
CR863_value_561,0.00019779299304337823
MM256_value_214,0.00019779241146859573
P_864_value_190,0.00019652916884763206
TP1711_value_547,0.0001958266164665621
TC862_value_148,0.0001952906956918687
CM861_value_398,0.00019508030515262944
CR863_window_2_std,0.0001948446483893309
MM264_value_314,0.0001946205133372699
BA1713_window_3_min,0.0001943331117781362
MM264_window_3_std,0.00019430642136360424
TP1711_value_79,0.00019374349210682728
BA1723_value_512,0.00019347984082795943
MM263_value_105,0.00019312464285400376
CR863_value_26,0.00019217142171589128
BA1713_value_370,0.00019169019083465543
P_864_value_17,0.0001912247899560974
BA1713_value_67,0.00019110800188364626
RH1712_value_385,0.00019062015284396975
P_864_value_187,0.0001902676928112981
CM861_value_492,0.00019025279853852713
AN422_value_337,0.0001901763524141937
V_value_575,0.00019008580830308583
AN422_value_174,0.00018967571892225407
MM263_value_485,0.00018965781952750752
TP1711_value_34,0.00018965628021728478
MM263_value_330,0.0001896493088791369
AN423_value_73,0.00018913325727031832
RH1712_value_370,0.00018913072498822825
MM256_value_198,0.00018861291972697755
CM861_value_42,0.00018856727136188926
BA1713_value_115,0.00018854188713770493
AN423_value_523,0.0001883399202454445
P_864_value_323,0.00018633033698093826
MM264_window_4_max,0.00018606547033883997
MM263_value_72,0.00018565672189315086
CR863_value_566,0.0001851355467767902
BA1713_value_127,0.00018489420446330028
CR863_value_576,0.00018460395771648094
MM263_value_591,0.00018450261365780498
TP1721_window_5_min,0.0001843931764067769
AN422_window_5_mean,0.00018422024595929478
AMP2_IR_value_364,0.0001837434116579781
P_864_value_137,0.0001834899787612962
AN422_value_75,0.00018338737301725575
BA1713_value_68,0.00018319679187556298
RH1712_value_138,0.00018283500929274163
MM264_value_335,0.000182475047208348
AN422_value_140,0.0001821013233478733
DMP3_IR_value_82,0.00018199274759029952
CR863_window_4_min,0.0001817919484421133
AN423_value_165,0.00018163969591691788
MM256_value_491,0.0001812002628695359
MM263_value_593,0.000181088245231482
P_864_value_531,0.00018107257117905016
CM861_value_586,0.0001805415862520579
AN423_value_433,0.00017952725351594374
MM256_value_350,0.00017936810707447963
AN423_value_476,0.0001792831757355937
MM263_value_597,0.00017920600784300793
BA1713_value_476,0.00017898786380912205
MM256_value_586,0.0001779676987510507
CM861_value_451,0.0001779139631796473
BA1723_value_307,0.00017784459736133637
BA1723_value_86,0.00017768513337636894
MM264_value_390,0.0001776092807968623
P_864_value_347,0.00017736380481046005
BA1713_value_259,0.00017691293199071802
TP1711_window_4_mean,0.00017661705427162298
RH1722_value_22,0.0001759802267845516
P_864_value_450,0.00017521215718064575
P_864_value_173,0.000174977765829032
AN311_window_1_mean,0.00017488846471570865
AN423_value_186,0.00017444389549067403
MM256_value_492,0.00017435054028264375
BA1713_value_66,0.00017428309847342393
AN311_window_1_std,0.0001742575329400611
BA1723_value_532,0.00017405180532161106
P_864_value_39,0.00017404176963286785
MM256_value_570,0.00017379658709565273
WM868_window_4_mean,0.00017347221615919423
TP1711_value_569,0.00017332498899059836
TP1721_window_1_max,0.0001731319344905728
TP1711_value_111,0.0001728563922272057
CM861_value_472,0.00017276807942341848
RH1722_value_294,0.00017201577964210047
MM264_value_3,0.0001717461398565926
MM211_window_5_min,0.0001709780059731094
MM256_value_536,0.0001709696371133387
MM256_value_579,0.00017096224485005249
RH1712_value_403,0.00017074648120465587
P_864_value_459,0.0001707061085237664
RH1712_value_65,0.00017042749191766024
BA1713_value_517,0.00017042242575307208
TP1711_value_326,0.00017029459179058025
P_864_value_248,0.0001700868593934735
CR863_value_260,0.00016981631534516265
CM861_value_40,0.0001696834284023773
P_864_value_339,0.00016962372398052507
BA1723_value_29,0.00016820399234395675
BA1723_value_88,0.0001680073998111797
TP1711_value_426,0.0001678675003005605
TP1711_value_268,0.00016776530490122325
P_864_value_326,0.000167499519635788
BA1713_value_65,0.00016730407923368226
P_864_value_532,0.00016719480335515506
MM263_window_1_std,0.00016715609988785445
DMP4_IR_value_27,0.00016704135968452236
AN422_value_119,0.00016691752161080852
P_864_value_1,0.00016670918786280658
MM256_value_564,0.00016653449559328234
CM861_value_579,0.00016652723632198195
AN311_value_83,0.0001664797424959516
MM256_value_569,0.0001663775580812451
TP1721_value_12,0.00016590869334742218
MM263_value_239,0.0001654624182321382
TP1711_value_39,0.0001647952026700051
DMP4_IR_value_344,0.00016473217894450148
TP1721_value_26,0.00016465565670287474
CM861_value_151,0.00016423294432024277
BA1723_value_371,0.00016407410751617047
RH1712_value_4,0.00016364455736278029
RH1712_value_198,0.00016328931982647284
AN423_value_493,0.0001631797657753001
RH1722_value_76,0.0001630492876293962
BA1713_value_551,0.0001630468374981196
TP1711_value_489,0.00016301574759618992
P_864_window_5_max,0.00016271398047762724
BA1713_value_76,0.00016255626250395654
AN422_value_54,0.00016245605555906053
MM263_value_453,0.00016224789595188193
MM263_value_298,0.00016207147581371348
AN423_value_568,0.00016206242922796083
MM264_value_431,0.0001617038251163598
BA1723_value_578,0.0001616222354052566
RH1712_value_572,0.00016100889203951585
TP1711_window_3_mean,0.0001609120418016873
CR863_value_545,0.00016077585171099575
TP1711_value_131,0.00016042306528949127
RH1712_value_430,0.0001601597373920633
MM256_value_587,0.0001596427761918957
MM264_value_455,0.00015964080044473183
BA1713_value_59,0.00015935054181231214
RH1722_value_414,0.00015930450215623942
TP1721_value_583,0.00015926072556117594
AN423_value_519,0.00015894800596475986
MM256_value_577,0.00015887144322496158
P_864_value_22,0.00015873828169752757
P_864_value_567,0.00015861476145116784
MM256_value_384,0.00015861393499137387
TP1711_value_529,0.0001584722978193714
TP1711_value_578,0.00015838287925962633
TP1711_value_433,0.0001582566598454336
AN422_value_16,0.00015823973811323802
BA1723_value_110,0.0001582325371016786
TP1721_value_84,0.0001582064707765134
MM256_window_5_mean,0.00015807316854489113
MM263_value_103,0.00015755066002473998
P_864_value_46,0.00015754912637533315
TP1711_value_579,0.00015724363546067263
TP1711_value_494,0.00015720634436217431
TP1711_value_161,0.00015673005408795693
MM263_value_235,0.00015634260272367808
AN423_value_56,0.00015631647027965708
MM264_window_1_std,0.00015618291051094698
P_864_value_239,0.0001560561222315086
AN311_value_291,0.00015603043344246308
AN311_value_124,0.0001559617132583147
TP1711_value_70,0.00015571762410570116
MM211_value_298,0.0001555227179087664
RH1722_value_541,0.00015546762238240005
CR863_value_383,0.00015546456839245882
TP1711_value_200,0.0001551336664573151
AN422_value_135,0.0001548413672479523
MM263_value_186,0.00015470707803765828
CM861_value_539,0.0001546971361470511
AMP1_IR_window_1_max,0.0001545216231641847
MM263_value_422,0.00015435856155718059
MM263_value_481,0.00015432700908687402
RH1712_value_336,0.00015430960652643548
RH1712_value_63,0.00015404974660130887
TP1711_value_73,0.00015390024553732702
AN422_value_122,0.00015355242879396919
P_864_value_400,0.00015347473920757705
AN311_value_588,0.000153467414428151
P_864_value_277,0.0001531984086242818
AN422_value_124,0.00015308059765334998
BA1713_value_560,0.00015280793812824076
AN423_value_440,0.00015273415930717096
TP1711_value_521,0.00015260563632642568
WM868_value_261,0.00015231348326224858
BA1723_value_597,0.00015226472415518738
BA1713_value_457,0.00015205434743445522
MM264_value_392,0.00015190900641513265
CR863_value_421,0.0001518881808456622
TP1711_value_483,0.00015138347134899954
BA1723_value_552,0.0001512645007264283
TP1711_value_482,0.0001511274908484801
RH1712_value_126,0.00015106466184250893
P_864_value_75,0.00015088951137922523
MM263_value_586,0.00015082215282593642
AN423_value_57,0.00015074467696375192
AN422_value_137,0.00015061964230224465
MM264_value_22,0.00015039446910450558
TP1721_value_237,0.00015030517649657473
AN422_value_388,0.00015028025121281637
MM263_value_414,0.00015014497074874886
BA1723_value_373,0.0001501030733063772
TP1711_value_364,0.00015003324976035608
BA1713_value_537,0.00014877446610108485
TP1711_value_324,0.00014876578474688456
BA1713_value_546,0.00014861182681610502
BA1723_value_455,0.00014808686154034882
TP1711_value_224,0.0001480178907224152
P_864_value_176,0.0001480014418039149
MM211_value_73,0.00014796789044972493
TP1711_value_295,0.00014790948428703536
TP1711_value_97,0.00014787229533197771
CM861_value_461,0.0001477955300714002
BA1723_value_30,0.00014778860542888602
AN422_value_342,0.00014758237256791128
AN311_value_40,0.00014756537039022945
AN311_value_2,0.00014715122899218385
AN311_value_322,0.00014708375727267586
RH1722_value_78,0.00014708234295254254
MM264_value_261,0.00014660216534637024
CR863_value_58,0.00014650630189015653
TP1711_value_59,0.0001464239176319018
CM861_value_179,0.000145843837568542
DMP4_IR_value_360,0.00014559504536117322
TP1711_value_219,0.00014519210976333036
P_864_value_19,0.0001449224430817288
P_864_value_114,0.00014459128014353216
CR863_value_1,0.00014452038042760815
CR863_value_288,0.00014406804310080208
CR863_value_358,0.00014405920631214368
V_value_526,0.00014388242437416863
MM264_value_208,0.00014377952764751958
MM263_value_338,0.00014341918286750043
MM256_value_505,0.00014340488745869385
BA1713_value_532,0.00014249038409824735
CR863_value_165,0.0001422857447452265
MM263_value_441,0.00014208409344271426
TP1711_value_22,0.00014207998152428704
BA1713_value_63,0.00014198689734075596
RH1712_value_90,0.00014170092230496195
RH1712_value_342,0.0001416138667044887
